Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	tree_length
0	-92.3505	-253.5679	161.2174	0.188457	0.00981526	0.0232705	0.0111396	0.0274566	0.017289	0.00878075	0.0386976	0.0281209	0.0363233	0.0300547	0.00390475	0.030341	0.00316451	0.00188852	0.0120723	0.0199549	0.00544696	0.0148754	0.00688444	0.0593112	0.00157312	0.0189335	0.0303422	0.00139542	0.00198684	0.060555	0.000313551	0.00705176	0.0425149	0.00954207	0.0204361	0.00812892	0.00687685	0.0367138	0.0154166	0.0281555	0.00444505	0.0201923	0.0383767	0.00654766	0.00718662	0.0297167	0.00669056	0.00378745	0.0798272	0.0166299	0.00278662	0.0205251	0.00864806	0.0767247	0.0135375	0.13079	0.0016563	0.0096175	0.0463958	0.00996337	0.0766563	0.0453918	0.0138423	0.0108881	0.00825491	0.0138495	0.0117285	0.00725309	0.00392963	0.0691329	0.00255088	0.0813671	0.00684195	0.0226273	0.0173109	0.00214952	0.00098584	0.0717691	0.0256463	0.0123105	0.00710513	0.0190333	0.00583503	0.00723106	0.0303772	0.0203941	0.0207667	0.00293833	0.000630673	0.0403303	0.050379	0.120584	0.0149354	0.00666401	0.0159788	0.0279179	1.7853	0.793343	0.845135	0.921216	0.974724	1.02593	1.08552	1.18324	0.1216628	0.592196	0.0820512	0.00427342	0.0101316	0.00485004	0.0119542	0.00752738	0.00382301	0.0168484	0.0122434	0.0158146	0.0130854	0.00170007	0.01321	0.00137778	0.000822236	0.00525612	0.00868805	0.00237153	0.00647651	0.00299738	0.0258232	0.000684912	0.00824336	0.0132106	0.000607546	0.00086504	0.0263648	0.000136515	0.00307023	0.0185104	0.00415448	0.00889757	0.00353921	0.00299408	0.0159846	0.00671215	0.0122585	0.00193531	0.00879141	0.0167087	0.00285075	0.00312895	0.0129382	0.00291297	0.001649	0.0347556	0.00724042	0.00121325	0.00893633	0.00376524	0.0334048	0.00589404	0.0569439	0.000721129	0.00418732	0.0202	0.0043379	0.033375	0.0197629	0.00602672	0.00474051	0.00359406	0.00602985	0.0051064	0.00315789	0.0017109	0.0300994	0.00111061	0.035426	0.00297888	0.00985157	0.00753689	0.000935869	0.00042922	0.0312472	0.011166	0.00535983	0.00309347	0.00828682	0.00254049	0.0031483	0.0132258	0.00887927	0.00904149	0.00127931	0.000274586	0.0175592	0.0219343	0.0525004	0.00650264	0.00290141	0.00695695	0.012155	2.296817
36	-99.60023	-261.8142	162.2139	0.0468607	0.0128392	0.0186947	0.000603017	0.0116259	0.00366255	0.0262361	0.0263945	0.0659371	0.0282649	0.0178844	0.00551486	0.000700297	0.0369435	0.0252561	0.00431602	0.0168105	0.00204827	0.00764136	0.0098931	0.0182114	0.00565094	0.0416309	0.00312207	0.00113531	0.000933368	0.0489903	0.0062013	0.00502746	0.0450948	0.0149081	0.03841	0.0137805	0.0139901	0.0182631	0.0125794	0.0533576	0.0252135	6.95005e-05	0.0166976	0.00363642	0.0164201	0.00425956	0.0225613	0.00467752	0.0242165	0.0183212	0.00597594	0.00112159	0.00434402	0.00236498	0.0139427	0.00114462	0.000912987	0.00974206	0.00799959	0.0597712	0.0277719	0.131531	0.00179445	0.00306174	0.029715	0.0124202	0.00246779	0.0168673	2.24886e-07	0.0360384	0.00447799	0.020717	0.000361429	0.00994689	0.00969	0.013925	0.0119339	0.000245157	0.0457449	0.0198298	0.000567671	0.0109815	0.0192587	0.00226683	0.0217736	0.0045628	0.0165599	0.041067	0.00915891	0.0194977	0.0337712	0.0265146	0.0651187	0.021598	0.000739714	0.0642706	0.996042	1.00104	0.417833	0.653374	0.875657	1.142	1.53052	2.3933	0.6310028	0.2618436	0.0274191	0.00751246	0.0109386	0.000352837	0.00680252	0.00214303	0.0153513	0.0154439	0.0385811	0.0165384	0.0104645	0.00322685	0.000409757	0.0216163	0.0147778	0.00252539	0.00983614	0.00119848	0.00447111	0.00578864	0.0106558	0.00330647	0.0243591	0.00182678	0.000664294	0.000546131	0.0286652	0.0036285	0.00294166	0.0263858	0.00872299	0.0224744	0.00806321	0.00818588	0.0106861	0.00736045	0.0312206	0.0147529	4.06661e-05	0.00977011	0.00212774	0.00960773	0.00249235	0.013201	0.00273691	0.0141695	0.0107201	0.00349664	0.000656265	0.00254177	0.0013838	0.00815813	0.000669738	0.000534206	0.00570026	0.00468072	0.0349733	0.0162498	0.0769611	0.00104997	0.00179149	0.0173868	0.00726729	0.00144395	0.00986937	1.31585e-07	0.0210867	0.00262016	0.0121219	0.000211479	0.00582012	0.0056698	0.00814781	0.00698274	0.000143446	0.0267662	0.0116028	0.000332155	0.00642549	0.0112686	0.00132637	0.0127401	0.00266978	0.00968953	0.0240291	0.00535905	0.0114085	0.0197602	0.0155142	0.0381022	0.0126374	0.000432821	0.037606	1.709054
72	-93.84625	-256.4005	162.5543	0.0745223	0.00591968	0.0135337	0.00707604	0.0130894	0.000341112	0.0182152	0.0322839	0.0111767	0.0198665	0.00303396	0.00366705	0.00256379	0.00888685	0.00116889	0.0188605	0.00756202	0.00711939	0.00258084	0.01166	0.00606004	0.00157499	0.00533576	0.00318261	0.000471725	0.00213601	0.00327127	0.00119835	0.00975986	0.0106251	0.0298158	0.000665121	0.0156128	0.0172586	0.00271006	0.00723499	0.0289917	0.0167583	0.0122679	0.00560991	0.0036873	0.00689374	0.0186878	0.00445908	0.000143948	0.0246527	0.00881088	0.0370169	0.0317149	0.000550173	0.00928971	0.00239873	0.0699116	0.00456544	0.00594209	0.0040127	0.0032134	0.0156972	0.0476208	0.00658788	0.0265684	0.00479547	0.00901397	0.0169808	0.00189115	0.00586762	0.0115344	0.00184694	0.044952	0.00331094	0.00246273	0.00416164	0.00221693	0.00319073	0.0341912	0.00638779	0.0209032	0.0156684	0.0119612	0.00344103	0.0140165	0.0144018	0.00137629	0.00777305	0.0312735	0.000657702	0.0121359	0.0144673	0.0324741	0.0295859	0.00386447	0.0578761	0.0153021	1.40034	0.894648	0.430503	0.662963	0.879646	1.13682	1.50838	2.32286	0.6094029	0.4119049	0.0612809	0.00486785	0.011129	0.00581875	0.0107636	0.000280502	0.0149786	0.0265476	0.00919076	0.0163365	0.00249488	0.00301548	0.00210825	0.0073078	0.000961197	0.0155093	0.00621838	0.0058544	0.00212227	0.00958825	0.00498327	0.00129514	0.00438769	0.00261711	0.000387907	0.00175648	0.00269002	0.000985424	0.0080257	0.00873716	0.024518	0.00054694	0.0128386	0.014192	0.00222853	0.00594945	0.0238404	0.0137806	0.0100881	0.00461312	0.00303213	0.00566884	0.0153673	0.00366678	0.000118371	0.0202723	0.00724534	0.0304396	0.0260797	0.000452417	0.00763908	0.00197252	0.0574895	0.00375424	0.00488628	0.00329971	0.00264243	0.0129081	0.0391594	0.00541732	0.0218477	0.00394339	0.00741234	0.0139636	0.00155513	0.00482504	0.0094849	0.00151877	0.0369648	0.00272264	0.00202514	0.00342219	0.00182302	0.00262379	0.028116	0.00525278	0.017189	0.0128844	0.0098359	0.00282961	0.011526	0.0118428	0.00113175	0.00639191	0.0257167	0.000540839	0.00997959	0.0118967	0.026704	0.024329	0.00317782	0.0475925	0.0125832	1.216077
108	-84.21138	-246.4253	162.2139	0.0468607	0.0128392	0.0186947	0.000603017	0.0116259	0.00366255	0.0262361	0.0263945	0.0659371	0.0282649	0.0178844	0.00551486	0.000700297	0.0369435	0.0252561	0.00431602	0.0168105	0.00204827	0.00764136	0.0098931	0.0182114	0.00565094	0.0416309	0.00312207	0.00113531	0.000933368	0.0489903	0.0062013	0.00502746	0.0450948	0.0149081	0.03841	0.0137805	0.0139901	0.0182631	0.0125794	0.0533576	0.0252135	6.95005e-05	0.0166976	0.00363642	0.0164201	0.00425956	0.0225613	0.00467752	0.0242165	0.0183212	0.00597594	0.00112159	0.00434402	0.00236498	0.0139427	0.00114462	0.000912987	0.00974206	0.00799959	0.0597712	0.0277719	0.131531	0.00179445	0.00306174	0.029715	0.0124202	0.00246779	0.0168673	2.24886e-07	0.0360384	0.00447799	0.020717	0.000361429	0.00994689	0.00969	0.013925	0.0119339	0.000245157	0.0457449	0.0198298	0.000567671	0.0109815	0.0192587	0.00226683	0.0217736	0.0045628	0.0165599	0.041067	0.00915891	0.0194977	0.0337712	0.0265146	0.0651187	0.021598	0.000739714	0.0642706	0.996042	1.00104	0.417833	0.653374	0.875657	1.142	1.53052	2.3933	0.6310028	0.2618436	0.0274191	0.00751246	0.0109386	0.000352837	0.00680252	0.00214303	0.0153513	0.0154439	0.0385811	0.0165384	0.0104645	0.00322685	0.000409757	0.0216163	0.0147778	0.00252539	0.00983614	0.00119848	0.00447111	0.00578864	0.0106558	0.00330647	0.0243591	0.00182678	0.000664294	0.000546131	0.0286652	0.0036285	0.00294166	0.0263858	0.00872299	0.0224744	0.00806321	0.00818588	0.0106861	0.00736045	0.0312206	0.0147529	4.06661e-05	0.00977011	0.00212774	0.00960773	0.00249235	0.013201	0.00273691	0.0141695	0.0107201	0.00349664	0.000656265	0.00254177	0.0013838	0.00815813	0.000669738	0.000534206	0.00570026	0.00468072	0.0349733	0.0162498	0.0769611	0.00104997	0.00179149	0.0173868	0.00726729	0.00144395	0.00986937	1.31585e-07	0.0210867	0.00262016	0.0121219	0.000211479	0.00582012	0.0056698	0.00814781	0.00698274	0.000143446	0.0267662	0.0116028	0.000332155	0.00642549	0.0112686	0.00132637	0.0127401	0.00266978	0.00968953	0.0240291	0.00535905	0.0114085	0.0197602	0.0155142	0.0381022	0.0126374	0.000432821	0.037606	1.709054
144	-88.105	-250.3189	162.2139	0.0468607	0.0128392	0.0186947	0.000603017	0.0116259	0.00366255	0.0262361	0.0263945	0.0659371	0.0282649	0.0178844	0.00551486	0.000700297	0.0369435	0.0252561	0.00431602	0.0168105	0.00204827	0.00764136	0.0098931	0.0182114	0.00565094	0.0416309	0.00312207	0.00113531	0.000933368	0.0489903	0.0062013	0.00502746	0.0450948	0.0149081	0.03841	0.0137805	0.0139901	0.0182631	0.0125794	0.0533576	0.0252135	6.95005e-05	0.0166976	0.00363642	0.0164201	0.00425956	0.0225613	0.00467752	0.0242165	0.0183212	0.00597594	0.00112159	0.00434402	0.00236498	0.0139427	0.00114462	0.000912987	0.00974206	0.00799959	0.0597712	0.0277719	0.131531	0.00179445	0.00306174	0.029715	0.0124202	0.00246779	0.0168673	2.24886e-07	0.0360384	0.00447799	0.020717	0.000361429	0.00994689	0.00969	0.013925	0.0119339	0.000245157	0.0457449	0.0198298	0.000567671	0.0109815	0.0192587	0.00226683	0.0217736	0.0045628	0.0165599	0.041067	0.00915891	0.0194977	0.0337712	0.0265146	0.0651187	0.021598	0.000739714	0.0642706	0.996042	1.00104	0.417833	0.653374	0.875657	1.142	1.53052	2.3933	0.6310028	0.2618436	0.0274191	0.00751246	0.0109386	0.000352837	0.00680252	0.00214303	0.0153513	0.0154439	0.0385811	0.0165384	0.0104645	0.00322685	0.000409757	0.0216163	0.0147778	0.00252539	0.00983614	0.00119848	0.00447111	0.00578864	0.0106558	0.00330647	0.0243591	0.00182678	0.000664294	0.000546131	0.0286652	0.0036285	0.00294166	0.0263858	0.00872299	0.0224744	0.00806321	0.00818588	0.0106861	0.00736045	0.0312206	0.0147529	4.06661e-05	0.00977011	0.00212774	0.00960773	0.00249235	0.013201	0.00273691	0.0141695	0.0107201	0.00349664	0.000656265	0.00254177	0.0013838	0.00815813	0.000669738	0.000534206	0.00570026	0.00468072	0.0349733	0.0162498	0.0769611	0.00104997	0.00179149	0.0173868	0.00726729	0.00144395	0.00986937	1.31585e-07	0.0210867	0.00262016	0.0121219	0.000211479	0.00582012	0.0056698	0.00814781	0.00698274	0.000143446	0.0267662	0.0116028	0.000332155	0.00642549	0.0112686	0.00132637	0.0127401	0.00266978	0.00968953	0.0240291	0.00535905	0.0114085	0.0197602	0.0155142	0.0381022	0.0126374	0.000432821	0.037606	1.709054
180	-89.8311	-252.045	162.2139	0.0468607	0.0128392	0.0186947	0.000603017	0.0116259	0.00366255	0.0262361	0.0263945	0.0659371	0.0282649	0.0178844	0.00551486	0.000700297	0.0369435	0.0252561	0.00431602	0.0168105	0.00204827	0.00764136	0.0098931	0.0182114	0.00565094	0.0416309	0.00312207	0.00113531	0.000933368	0.0489903	0.0062013	0.00502746	0.0450948	0.0149081	0.03841	0.0137805	0.0139901	0.0182631	0.0125794	0.0533576	0.0252135	6.95005e-05	0.0166976	0.00363642	0.0164201	0.00425956	0.0225613	0.00467752	0.0242165	0.0183212	0.00597594	0.00112159	0.00434402	0.00236498	0.0139427	0.00114462	0.000912987	0.00974206	0.00799959	0.0597712	0.0277719	0.131531	0.00179445	0.00306174	0.029715	0.0124202	0.00246779	0.0168673	2.24886e-07	0.0360384	0.00447799	0.020717	0.000361429	0.00994689	0.00969	0.013925	0.0119339	0.000245157	0.0457449	0.0198298	0.000567671	0.0109815	0.0192587	0.00226683	0.0217736	0.0045628	0.0165599	0.041067	0.00915891	0.0194977	0.0337712	0.0265146	0.0651187	0.021598	0.000739714	0.0642706	0.996042	1.00104	0.417833	0.653374	0.875657	1.142	1.53052	2.3933	0.6310028	0.2618436	0.0274191	0.00751246	0.0109386	0.000352837	0.00680252	0.00214303	0.0153513	0.0154439	0.0385811	0.0165384	0.0104645	0.00322685	0.000409757	0.0216163	0.0147778	0.00252539	0.00983614	0.00119848	0.00447111	0.00578864	0.0106558	0.00330647	0.0243591	0.00182678	0.000664294	0.000546131	0.0286652	0.0036285	0.00294166	0.0263858	0.00872299	0.0224744	0.00806321	0.00818588	0.0106861	0.00736045	0.0312206	0.0147529	4.06661e-05	0.00977011	0.00212774	0.00960773	0.00249235	0.013201	0.00273691	0.0141695	0.0107201	0.00349664	0.000656265	0.00254177	0.0013838	0.00815813	0.000669738	0.000534206	0.00570026	0.00468072	0.0349733	0.0162498	0.0769611	0.00104997	0.00179149	0.0173868	0.00726729	0.00144395	0.00986937	1.31585e-07	0.0210867	0.00262016	0.0121219	0.000211479	0.00582012	0.0056698	0.00814781	0.00698274	0.000143446	0.0267662	0.0116028	0.000332155	0.00642549	0.0112686	0.00132637	0.0127401	0.00266978	0.00968953	0.0240291	0.00535905	0.0114085	0.0197602	0.0155142	0.0381022	0.0126374	0.000432821	0.037606	1.709054
216	-91.83789	-254.0518	162.2139	0.0468607	0.0128392	0.0186947	0.000603017	0.0116259	0.00366255	0.0262361	0.0263945	0.0659371	0.0282649	0.0178844	0.00551486	0.000700297	0.0369435	0.0252561	0.00431602	0.0168105	0.00204827	0.00764136	0.0098931	0.0182114	0.00565094	0.0416309	0.00312207	0.00113531	0.000933368	0.0489903	0.0062013	0.00502746	0.0450948	0.0149081	0.03841	0.0137805	0.0139901	0.0182631	0.0125794	0.0533576	0.0252135	6.95005e-05	0.0166976	0.00363642	0.0164201	0.00425956	0.0225613	0.00467752	0.0242165	0.0183212	0.00597594	0.00112159	0.00434402	0.00236498	0.0139427	0.00114462	0.000912987	0.00974206	0.00799959	0.0597712	0.0277719	0.131531	0.00179445	0.00306174	0.029715	0.0124202	0.00246779	0.0168673	2.24886e-07	0.0360384	0.00447799	0.020717	0.000361429	0.00994689	0.00969	0.013925	0.0119339	0.000245157	0.0457449	0.0198298	0.000567671	0.0109815	0.0192587	0.00226683	0.0217736	0.0045628	0.0165599	0.041067	0.00915891	0.0194977	0.0337712	0.0265146	0.0651187	0.021598	0.000739714	0.0642706	0.996042	1.00104	0.417833	0.653374	0.875657	1.142	1.53052	2.3933	0.6310028	0.2618436	0.0274191	0.00751246	0.0109386	0.000352837	0.00680252	0.00214303	0.0153513	0.0154439	0.0385811	0.0165384	0.0104645	0.00322685	0.000409757	0.0216163	0.0147778	0.00252539	0.00983614	0.00119848	0.00447111	0.00578864	0.0106558	0.00330647	0.0243591	0.00182678	0.000664294	0.000546131	0.0286652	0.0036285	0.00294166	0.0263858	0.00872299	0.0224744	0.00806321	0.00818588	0.0106861	0.00736045	0.0312206	0.0147529	4.06661e-05	0.00977011	0.00212774	0.00960773	0.00249235	0.013201	0.00273691	0.0141695	0.0107201	0.00349664	0.000656265	0.00254177	0.0013838	0.00815813	0.000669738	0.000534206	0.00570026	0.00468072	0.0349733	0.0162498	0.0769611	0.00104997	0.00179149	0.0173868	0.00726729	0.00144395	0.00986937	1.31585e-07	0.0210867	0.00262016	0.0121219	0.000211479	0.00582012	0.0056698	0.00814781	0.00698274	0.000143446	0.0267662	0.0116028	0.000332155	0.00642549	0.0112686	0.00132637	0.0127401	0.00266978	0.00968953	0.0240291	0.00535905	0.0114085	0.0197602	0.0155142	0.0381022	0.0126374	0.000432821	0.037606	1.709054
252	-91.6093	-253.8232	162.2139	0.0468607	0.0128392	0.0186947	0.000603017	0.0116259	0.00366255	0.0262361	0.0263945	0.0659371	0.0282649	0.0178844	0.00551486	0.000700297	0.0369435	0.0252561	0.00431602	0.0168105	0.00204827	0.00764136	0.0098931	0.0182114	0.00565094	0.0416309	0.00312207	0.00113531	0.000933368	0.0489903	0.0062013	0.00502746	0.0450948	0.0149081	0.03841	0.0137805	0.0139901	0.0182631	0.0125794	0.0533576	0.0252135	6.95005e-05	0.0166976	0.00363642	0.0164201	0.00425956	0.0225613	0.00467752	0.0242165	0.0183212	0.00597594	0.00112159	0.00434402	0.00236498	0.0139427	0.00114462	0.000912987	0.00974206	0.00799959	0.0597712	0.0277719	0.131531	0.00179445	0.00306174	0.029715	0.0124202	0.00246779	0.0168673	2.24886e-07	0.0360384	0.00447799	0.020717	0.000361429	0.00994689	0.00969	0.013925	0.0119339	0.000245157	0.0457449	0.0198298	0.000567671	0.0109815	0.0192587	0.00226683	0.0217736	0.0045628	0.0165599	0.041067	0.00915891	0.0194977	0.0337712	0.0265146	0.0651187	0.021598	0.000739714	0.0642706	0.996042	1.00104	0.417833	0.653374	0.875657	1.142	1.53052	2.3933	0.6310028	0.2618436	0.0274191	0.00751246	0.0109386	0.000352837	0.00680252	0.00214303	0.0153513	0.0154439	0.0385811	0.0165384	0.0104645	0.00322685	0.000409757	0.0216163	0.0147778	0.00252539	0.00983614	0.00119848	0.00447111	0.00578864	0.0106558	0.00330647	0.0243591	0.00182678	0.000664294	0.000546131	0.0286652	0.0036285	0.00294166	0.0263858	0.00872299	0.0224744	0.00806321	0.00818588	0.0106861	0.00736045	0.0312206	0.0147529	4.06661e-05	0.00977011	0.00212774	0.00960773	0.00249235	0.013201	0.00273691	0.0141695	0.0107201	0.00349664	0.000656265	0.00254177	0.0013838	0.00815813	0.000669738	0.000534206	0.00570026	0.00468072	0.0349733	0.0162498	0.0769611	0.00104997	0.00179149	0.0173868	0.00726729	0.00144395	0.00986937	1.31585e-07	0.0210867	0.00262016	0.0121219	0.000211479	0.00582012	0.0056698	0.00814781	0.00698274	0.000143446	0.0267662	0.0116028	0.000332155	0.00642549	0.0112686	0.00132637	0.0127401	0.00266978	0.00968953	0.0240291	0.00535905	0.0114085	0.0197602	0.0155142	0.0381022	0.0126374	0.000432821	0.037606	1.709054
288	-91.44548	-253.052	161.6065	0.205295	0.0102292	0.0166513	0.0115164	0.00624217	0.0191217	0.0241548	0.0179928	0.0288218	0.0070359	0.0291145	0.00226943	0.0030585	0.0340127	0.0186814	0.000526834	0.0295749	0.00067183	0.00472484	0.0135835	0.0167667	0.00530074	0.0340358	0.00576395	0.00446895	0.00165449	0.0349477	0.0129711	0.00649589	0.016539	0.0157229	0.0130496	0.00640271	0.0128803	0.0161974	0.0115815	0.0614995	0.0232133	9.30194e-05	0.0176685	0.00258707	0.0142629	0.0185358	0.0207715	0.00430645	0.0663687	0.0270551	0.0254093	0.00156276	0.0304715	0.00217737	0.0400082	0.00105381	0.00206773	0.0111322	0.0154794	0.0662412	0.0245287	0.121096	0.014459	0.00519778	0.0195077	0.0114349	0.00227202	0.0155292	1.41657e-07	0.0331794	0.0245547	0.00792154	0.000380955	0.00814108	0.00529966	0.0282041	0.0087193	0.000225708	0.0421159	0.0182567	0.000522638	0.0101103	0.036298	0.0149789	0.0200463	0.0141179	0.0154925	0.0378091	0.0112001	0.017951	0.0237436	0.0239277	0.0599528	0.0320096	0.00414459	0.0781231	1.72257	0.809851	0.639093	0.803846	0.934148	1.07049	1.24402	1.56472	0.3237221	0.5597409	0.105742	0.0052688	0.00857664	0.00593176	0.00321516	0.00984903	0.0124415	0.00926761	0.0148453	0.00362399	0.0149961	0.00116892	0.00157535	0.017519	0.00962226	0.000271357	0.0152332	0.000346041	0.00243363	0.00699646	0.00863603	0.00273026	0.0175309	0.00296885	0.00230183	0.000852183	0.0180006	0.00668107	0.00334585	0.00851876	0.00809842	0.00672148	0.00329786	0.00663427	0.00834281	0.00596529	0.0316766	0.0119565	4.79117e-05	0.00910053	0.00133253	0.00734642	0.00954727	0.0106988	0.00221813	0.0341846	0.0139353	0.0130876	0.000804935	0.015695	0.0011215	0.0206071	0.00054279	0.00106503	0.00573388	0.00797301	0.034119	0.012634	0.0623733	0.00744742	0.00267723	0.0100478	0.0058898	0.00117025	0.00799865	7.29635e-08	0.0170898	0.0126474	0.00408016	0.000196219	0.00419324	0.00272971	0.0145271	0.00449107	0.000116256	0.0216927	0.0094035	0.000269196	0.00520755	0.0186961	0.00771519	0.0103253	0.00727176	0.00797973	0.0194744	0.00576888	0.00924604	0.0122297	0.0123245	0.03088	0.0164872	0.00213476	0.040239	1.941476
324	-96.98532	-259.226	162.2407	0.100044	0.0136406	0.025352	0.00887301	0.00494482	0.0318511	0.0084154	0.0153171	0.0115045	0.0554359	0.0142652	0.0272606	0.00774931	0.00660332	0.0149509	0.00244966	0.0224108	0.0072356	0.0122671	0.0182212	0.0142043	0.0132803	0.00755734	0.0530875	0.00723758	0.00734049	0.000153251	0.0146893	0.0132778	0.000230012	0.00545866	0.00564404	0.000708918	0.00144703	0.00621555	0.000139635	0.0187645	0.00668593	0.00283813	0.00218882	0.00595145	0.000993935	0.0105451	0.0154822	0.0135638	0.0427802	0.00242578	0.0175459	0.00182226	0.0535819	0.0032518	0.0135048	0.157716	0.022893	0.0133324	0.064517	0.0107226	0.00297189	0.00183703	0.00434904	0.0135566	0.011877	0.0374295	0.0177473	0.0294956	0.000829312	0.0144277	0.000505253	0.00534416	0.0161464	0.00933674	0.0414812	0.000425399	0.064853	0.0118911	0.0220769	0.0118141	0.000141183	0.000734026	0.02598	0.00582458	0.00102657	0.0378406	0.0285983	0.000169366	0.00722588	0.0356844	0.0011368	0.00305406	0.0179444	0.0127266	0.00441142	0.00925844	1.03268	0.9914	0.333991	0.585766	0.846319	1.18159	1.70717	2.99409	0.7929463	0.2741158	0.0645143	0.00879631	0.0163485	0.00572185	0.00318872	0.0205395	0.00542676	0.00987738	0.00741879	0.0357484	0.00919908	0.0175793	0.00499723	0.00425822	0.00964123	0.00157969	0.0144518	0.00466595	0.00791056	0.0117502	0.00915977	0.00856395	0.00487343	0.034234	0.00466723	0.00473359	9.88258e-05	0.00947258	0.00856233	0.000148326	0.00352008	0.00363962	0.000457153	0.000933135	0.00400817	9.0045e-05	0.0121005	0.0043115	0.0018302	0.00141148	0.00383786	0.00064095	0.00680009	0.00998386	0.00874677	0.0275873	0.00156429	0.0113147	0.0011751	0.0345529	0.00209696	0.00870874	0.101705	0.0147628	0.00859755	0.0416044	0.00691456	0.00191645	0.00118463	0.00280453	0.0087421	0.00765904	0.0241368	0.0114445	0.0190206	0.000534791	0.00930387	0.000325818	0.00344624	0.0104122	0.0060209	0.0267496	0.000274323	0.0418211	0.00766813	0.0142365	0.00761844	9.10436e-05	0.000473345	0.0167535	0.00375604	0.000661996	0.0244019	0.0184419	0.000109218	0.00465969	0.0230114	0.000733077	0.00196944	0.0115717	0.0082069	0.00284475	0.0059704	1.550723
