Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	tree_length
0	-77.78787	-240.0425	162.2547	0.0282701	0.00179091	0.0170382	0.0193245	0.00955505	0.0278868	0.0151227	0.00221541	0.0214334	0.000672135	0.0137102	0.00133915	0.0133965	0.0127335	0.00297847	0.0049263	0.0169836	0.00186211	0.00908723	0.0107471	0.013684	0.00444488	0.00539459	0.0218346	0.00111809	0.00501368	0.00180997	0.00224115	0.00562138	0.00953678	7.70013e-05	0.00468817	0.00416847	0.00650657	0.00210053	0.000327169	0.00841012	0.00978672	0.00506217	0.0136353	0.00558358	0.000914906	0.00929713	0.00350405	0.0101853	0.0161197	0.0101573	0.0247043	0.0266736	0.00954071	0.0152372	0.00174129	0.00464388	0.0400033	0.0283092	0.0146896	0.00021436	0.00145984	0.00667895	0.016284	0.0431872	0.000773435	0.00244826	0.00394451	0.000222043	0.0134826	0.0159649	0.0139816	0.0134052	0.00549679	0.0202302	0.00376894	0.0101927	0.000901312	0.000109117	0.00019411	0.0464683	0.00902901	0.00713665	0.0159057	0.00428769	0.0017238	0.00126317	0.0204003	0.000817145	0.0691399	0.00803637	0.0337097	0.00133005	0.000151732	0.0182405	0.00756285	0.00153995	1.51231	0.865182	0.230687	0.489041	0.799984	1.25002	2.04482	4.33487	1.06052	0.459991	0.0283403	0.00179535	0.0170805	0.0193725	0.00957878	0.027956	0.0151602	0.00222091	0.0214866	0.000673804	0.0137442	0.00134248	0.0134297	0.0127651	0.00298587	0.00493853	0.0170258	0.00186673	0.0091098	0.0107738	0.013718	0.00445592	0.00540798	0.0218888	0.00112087	0.00502613	0.00181446	0.00224672	0.00563534	0.00956047	7.71925e-05	0.00469981	0.00417882	0.00652273	0.00210575	0.000327981	0.00843101	0.00981102	0.00507474	0.0136691	0.00559744	0.000917178	0.00932022	0.00351276	0.0102106	0.0161598	0.0101825	0.0247657	0.0267399	0.0095644	0.015275	0.00174562	0.00465541	0.0401026	0.0283795	0.0147261	0.000214892	0.00146347	0.00669554	0.0163245	0.0432945	0.000775356	0.00245434	0.00395431	0.000222594	0.0135161	0.0160046	0.0140163	0.0134385	0.00551044	0.0202804	0.0037783	0.010218	0.00090355	0.000109388	0.000194592	0.0465837	0.00905143	0.00715437	0.0159452	0.00429834	0.00172808	0.00126631	0.0204509	0.000819174	0.0693116	0.00805633	0.0337934	0.00133335	0.000152109	0.0182858	0.00758163	0.00154377	0.9975228
36	-79.35752	-241.0687	161.7111	0.150227	0.0106402	0.0207898	0.00909817	0.0650995	0.0141318	0.122491	0.0594982	0.0116759	0.0491342	0.0183124	0.00604338	0.0436193	0.0219848	0.0361064	0.00137531	0.0485551	0.00342107	0.0104915	0.0167202	0.0213508	0.0183067	0.0130882	0.0119342	0.00784774	0.0604965	0.0261517	0.01353	0.0150144	0.0309607	0.06362	0.00949783	0.0275523	0.00813006	0.00213342	0.00766425	0.0150902	0.0217331	0.00859876	0.00140017	0.0024823	0.0126686	0.0150108	0.000338786	0.0174428	0.151927	0.0407041	0.0218887	0.0444329	0.0226102	0.00493845	0.0122898	0.0471224	0.0230945	0.0189643	0.0101409	0.0468763	0.0843653	0.0144226	0.0723206	0.0211898	0.010355	0.00106517	0.0360647	0.0153686	0.0344361	0.0115131	0.00661283	0.0206301	0.00049091	0.0744235	0.0122531	0.0947221	0.00472798	0.00399967	0.00780629	0.00117913	0.00523603	0.0178693	0.00423389	0.0113009	0.0131202	0.000912532	0.0570996	0.0213035	0.0101154	0.0389991	0.035567	0.000394476	0.02131	0.0297814	0.0765653	0.00600477	0.879318	1.03176	0.903393	0.951658	0.98466	1.01558	1.0508	1.10694	0.0734617	0.2242768	0.0607172	0.00430045	0.0084026	0.0036772	0.0263112	0.00571165	0.049507	0.0240474	0.00471904	0.0198586	0.00740133	0.00244255	0.0176296	0.00888558	0.0145931	0.000555857	0.0196245	0.00138269	0.00424033	0.00675779	0.00862935	0.00739902	0.00528984	0.00482345	0.00317182	0.0244509	0.0105697	0.00546841	0.00606837	0.0125134	0.0257133	0.00383873	0.0111358	0.00328592	0.000862262	0.00309766	0.00609899	0.00878387	0.00347536	0.000565905	0.00100327	0.00512028	0.00606692	0.000136927	0.00704984	0.0614043	0.0164514	0.00884677	0.0179584	0.00913835	0.00199597	0.00496714	0.0190454	0.00933408	0.00766478	0.00409863	0.018946	0.0340979	0.00582919	0.0292298	0.00856429	0.00418518	0.000430511	0.0145762	0.00621152	0.013918	0.00465323	0.0026727	0.00833807	0.000198411	0.0300797	0.00495233	0.0382838	0.00191091	0.00161655	0.00315506	0.000476569	0.00211624	0.00722224	0.00171121	0.00456746	0.00530277	0.000368818	0.0230779	0.00861022	0.00408835	0.0157623	0.0143751	0.000159435	0.00861284	0.0120368	0.0309454	0.00242695	2.474209
72	-70.50701	-231.1144	160.6073	0.192654	0.0185661	0.0142415	0.00656816	0.0311033	0.0425732	0.0372481	0.0395822	0.018415	0.0119524	0.00544414	0.00384664	0.0124668	0.0402062	0.0383144	0.015522	0.009609	0.00304979	0.00539208	0.053423	0.0459783	0.0322842	0.0145749	0.0449003	0.0396196	0.00641692	0.00532324	0.0268169	0.0337337	0.15853	0.00482502	0.00164264	0.017827	0.002569	0.0196476	0.0302604	0.0272313	0.00411254	0.00940289	0.0290938	0.00709859	0.023521	0.00362545	0.0137366	0.00312261	0.0683699	0.0794057	0.0367423	0.00798331	0.0261957	0.00344965	0.0144881	0.0389196	0.0108868	0.00663039	0.00648011	0.0336255	0.0293637	0.00091181	0.0672291	0.00323897	0.0257178	0.0197341	0.0153864	0.0297151	0.116448	0.0644817	0.056343	0.0415552	9.66328e-05	0.168701	0.0186172	0.0244245	0.0219384	0.00373361	0.0206383	0.0206764	0.0294028	0.0266805	0.0204271	0.0394711	0.00550426	0.0105978	0.0278999	0.00238342	0.00542928	0.0627484	0.0702955	0.0332411	0.00277305	0.0437407	0.197455	0.01472	1.46731	0.877023	0.95062	0.975605	0.992324	1.00774	1.02501	1.05195	0.03661695	0.4402793	0.0668713	0.00644439	0.00494329	0.00227984	0.0107961	0.0147774	0.012929	0.0137392	0.00639195	0.00414873	0.00188969	0.00133519	0.0043273	0.0139558	0.0132991	0.00538778	0.00333533	0.0010586	0.00187162	0.0185434	0.0159593	0.011206	0.00505903	0.0155851	0.0137522	0.00222735	0.00184772	0.00930827	0.0117091	0.0550265	0.00167479	0.000570168	0.00618783	0.000891714	0.00681978	0.0105035	0.00945213	0.00142748	0.00326379	0.0100986	0.00246396	0.00816425	0.00125841	0.00476804	0.00108387	0.0237316	0.0275621	0.0127535	0.00277105	0.00909268	0.00119739	0.0050289	0.0135092	0.00377888	0.00230144	0.00224928	0.0116716	0.0101923	0.000316494	0.0233356	0.00112426	0.00892679	0.00684979	0.0053407	0.0103143	0.0404198	0.0223819	0.0195569	0.014424	3.35417e-05	0.0585569	0.00646212	0.00847787	0.00761492	0.00129596	0.00716366	0.0071769	0.0102059	0.00926094	0.00709036	0.0137006	0.00191056	0.00367855	0.00968419	0.000827297	0.00188453	0.0217803	0.0243999	0.0115381	0.000962542	0.0151826	0.0685378	0.00510939	2.880971
108	-80.91906	-242.9873	162.0682	0.163926	0.00264446	0.0123939	0.00854971	0.00173866	0.00340305	0.0232726	0.055157	0.0146585	0.0514481	0.00910441	0.0105978	0.0183951	0.00461497	0.0106268	0.050737	0.0494177	0.0136555	0.00667077	0.0456561	0.0471779	0.0428303	0.0150382	0.0122554	0.00898247	0.0102087	0.0129269	0.00978724	0.0116354	0.0307093	0.00548983	0.0206148	0.0101737	0.0227206	0.0364952	0.0183098	0.0573494	0.0214135	0.000935362	0.0102651	0.023467	0.00264392	0.0121532	0.0102727	0.025254	0.100955	0.0382523	0.0356628	0.0220452	0.00347388	0.00791137	0.00172534	0.0685061	0.00250767	0.00933914	0.00576703	0.091246	0.0398988	0.0507338	0.0433764	0.00624582	0.0115986	0.00198167	0.0239267	0.0214917	0.0349524	0.0105203	0.00868931	0.000733863	0.0558353	0.102815	0.028616	0.0100188	0.0392539	0.0129651	0.0180342	0.00467683	0.0189635	0.017833	0.00477757	0.020598	0.0112787	0.0224503	0.00569289	0.0098218	0.00987808	0.014091	0.0135246	0.0615622	0.00961736	0.0114483	0.0557829	0.000652065	0.618046	1.10051	0.634698	0.801146	0.933168	1.07162	1.24821	1.57555	0.3287117	0.1477889	0.0732628	0.00118188	0.00553914	0.00382109	0.000777053	0.00152091	0.0104011	0.0246511	0.00655125	0.0229935	0.004069	0.00473644	0.00822126	0.00206255	0.00474939	0.0226757	0.022086	0.00610298	0.00298134	0.0204049	0.021085	0.019142	0.00672098	0.00547728	0.0040145	0.00456252	0.00577737	0.00437417	0.00520016	0.0137248	0.00245355	0.0092133	0.0045469	0.0101544	0.0163106	0.00818313	0.025631	0.00957028	0.000418038	0.00458775	0.010488	0.00118164	0.00543159	0.00459114	0.0112867	0.0451194	0.017096	0.0159386	0.00985257	0.00155257	0.0035358	0.000771098	0.0306172	0.00112074	0.00417391	0.00257744	0.0407802	0.0178318	0.0226743	0.0193861	0.00279142	0.00518372	0.000885658	0.0106935	0.00960519	0.0156211	0.0047018	0.00388348	0.000327983	0.0249543	0.0459505	0.0127893	0.00447766	0.0175436	0.00579444	0.00805995	0.0020902	0.00847527	0.00797002	0.00213522	0.00920577	0.00504077	0.0100336	0.0025443	0.00438962	0.00441477	0.00629762	0.00604449	0.0275138	0.00429825	0.00511653	0.0249309	0.000291425	2.237506
144	-75.54199	-237.1198	161.5778	0.149075	0.00465433	0.0270774	0.00235445	0.0249816	0.0147077	0.00386284	0.0284429	0.0224194	0.0217895	0.0459029	0.012631	0.0165278	0.000561468	0.00155174	0.0195221	0.0138219	0.00421714	0.0162967	0.026375	0.0129982	0.00657799	0.0122957	0.0178511	0.0168779	0.0837888	0.0130048	0.017471	0.01534	0.0728149	0.0131433	0.00737944	0.00753493	0.000930002	0.00648496	0.00752631	0.0756479	0.00938824	0.00709332	0.0153071	0.00938211	0.0103802	0.0110812	0.0125706	0.0029128	0.0621269	0.0288298	0.00525753	0.0175039	0.0246145	0.0214622	0.0176981	0.0189399	0.0489102	0.0168478	0.00242976	0.0966491	0.0158566	0.026697	0.0810715	0.00473801	0.0202228	0.0218482	0.0306238	0.000762302	0.113917	0.00665678	0.00794953	0.0158811	0.00201718	0.0831838	0.00444607	0.0363425	0.0178979	0.0380943	0.0258342	0.0194497	0.017926	0.0106548	0.00355409	0.0155998	0.0205701	0.0577566	0.0174069	0.000701064	0.0174029	0.0981268	0.052988	0.0111981	0.0563298	0.0355394	0.0981681	0.00167363	0.920585	1.0209	0.631951	0.799453	0.932552	1.07233	1.25086	1.5824	0.3318477	0.2373	0.0628236	0.00196144	0.0114111	0.000992218	0.0105278	0.00619818	0.00162789	0.0119865	0.00944808	0.00918261	0.0193445	0.005323	0.00696519	0.000236616	0.00065394	0.00822708	0.00582486	0.0017772	0.00686779	0.011115	0.00547775	0.00277212	0.00518168	0.00752286	0.00711274	0.0353105	0.00548052	0.00736268	0.00646462	0.0306859	0.0055389	0.00310987	0.0031754	0.000391925	0.00273291	0.00317176	0.0318798	0.00395642	0.00298929	0.00645078	0.00395384	0.00437444	0.00466986	0.00529754	0.00122752	0.0261817	0.0121495	0.00221565	0.00737656	0.0103731	0.00904467	0.00745837	0.00798171	0.0206119	0.00710007	0.00102396	0.0407302	0.00668234	0.0112507	0.0341654	0.00199671	0.00852235	0.00920733	0.0129056	0.000321252	0.0480072	0.00280532	0.00335012	0.00669265	0.000850085	0.0350556	0.00187368	0.0153156	0.00754259	0.0160538	0.0108872	0.00819654	0.00755443	0.0044902	0.00149778	0.00657411	0.00866873	0.02434	0.00733569	0.000295445	0.00733397	0.0413529	0.0223304	0.00471913	0.0237387	0.0149771	0.0413703	0.000705306	2.372911
180	-89.67009	-250.6599	160.9898	0.0446369	0.00478022	0.0055887	0.0136903	0.00946114	0.000385212	0.0117153	0.0603851	0.0262964	0.00392314	0.0303024	0.0193293	0.0158156	0.0152664	0.000111891	0.0199588	0.00813145	0.000553885	0.0466564	0.0306648	0.00727789	0.0106456	0.00345044	0.0443032	0.00828087	0.0037371	0.00458251	0.0381437	0.0596437	0.00415978	0.0197332	0.0141437	0.0352319	0.00117875	0.0330009	0.0328622	0.112144	0.00820554	0.120484	0.0142167	0.0176112	0.0203204	0.0329406	0.0295768	0.0161304	0.0396839	0.0340256	0.0277833	0.115875	0.0214215	0.00935799	0.0575302	0.00977324	0.00464838	0.0222708	0.0424414	0.0103616	0.0177041	0.00784946	0.0150482	0.0289958	0.00484609	0.00203157	0.0384092	0.00129792	0.00145769	0.107856	0.0044806	0.0122256	0.0814533	0.00395709	0.00837885	0.00968015	0.0134505	0.0999623	0.0187857	0.0328246	0.0218314	0.0125603	0.00048521	0.0221331	0.0162411	0.0326368	0.0303172	0.000216034	0.0696792	0.00790618	0.0780803	0.00535938	0.0231446	0.00835686	0.0503402	0.000579237	1.68668	0.819294	0.616786	0.790038	0.929112	1.0763	1.26576	1.62131	0.3494112	0.5417638	0.0190317	0.00203813	0.00238284	0.00583708	0.00403393	0.000164242	0.00499502	0.0257463	0.011212	0.0016727	0.01292	0.00824138	0.00674325	0.0065091	4.77068e-05	0.0085098	0.00346699	0.000236159	0.0198928	0.0130745	0.00310306	0.00453894	0.00147116	0.0188895	0.0035307	0.00159338	0.00195383	0.0162632	0.0254302	0.00177359	0.00841361	0.00603042	0.0150217	0.000502582	0.0140705	0.0140114	0.0478148	0.00349858	0.0513704	0.00606156	0.00750886	0.00866395	0.0140448	0.0126106	0.00687747	0.0169199	0.0145074	0.0118459	0.0494054	0.00913345	0.00398995	0.024529	0.00416699	0.00198192	0.00949554	0.0180957	0.00441786	0.00754847	0.00334676	0.00641605	0.0123629	0.00206622	0.000866197	0.0163764	0.000553389	0.000621511	0.0459864	0.00191038	0.00521258	0.0347291	0.00168718	0.00357247	0.0041273	0.00573486	0.0426207	0.0080096	0.0139953	0.00930819	0.00535529	0.000206878	0.00943683	0.00692468	0.0139153	0.0129263	9.21099e-05	0.029709	0.00337094	0.0332909	0.00228507	0.00986811	0.00356309	0.0214634	0.000246968	2.345393
216	-73.03091	-235.1728	162.1419	0.14922	0.00399572	0.0118245	0.00586039	0.027022	0.00463096	0.0146973	0.0241345	0.0174305	0.0578822	0.015787	0.00123373	0.0420395	0.0123661	0.000682839	0.0112186	0.0116723	0.0149276	0.0174092	0.0077849	0.00638158	0.0199304	0.000630562	0.00599627	0.0135607	0.0186566	0.00150064	0.00585046	0.0239014	0.0092195	0.00767928	0.00238667	0.0158573	0.0192075	0.0218058	0.00981807	0.00299438	0.000815384	0.00664365	0.00120094	0.00545535	0.0143498	0.0253026	0.0373136	0.00314194	0.0542226	0.00246556	0.0182549	0.00925953	0.00654466	0.00658586	0.0537123	0.00433581	0.0206994	0.00442724	0.0546993	0.00149849	0.0122766	0.0105292	0.0170228	0.0234912	0.00469825	0.00471242	0.00478913	0.00127586	0.00750698	0.0310884	0.0160202	0.0390277	0.00994495	0.0357086	0.00745686	0.0297406	0.00303911	0.0370829	0.0011087	0.0434784	0.000146321	0.00623013	0.0139994	0.00548088	0.0118015	0.0430474	0.00854325	0.00638286	0.0225655	0.000804363	0.00703767	0.000364405	0.0105264	0.00403661	0.0628586	0.00224414	0.860936	1.0366	0.222156	0.480135	0.79541	1.25721	2.08275	4.50135	1.087769	0.2185635	0.0985474	0.00263884	0.00780907	0.0038703	0.0178458	0.00305836	0.00970636	0.0159389	0.0115114	0.0382264	0.010426	0.000814773	0.0277636	0.0081668	0.000450958	0.00740892	0.00770859	0.00985844	0.0114973	0.00514128	0.00421451	0.0131624	0.000416434	0.00396004	0.00895574	0.0123212	0.000991051	0.00386375	0.0157849	0.00608872	0.00507153	0.0015762	0.0104724	0.012685	0.0144009	0.00648402	0.00197754	0.000538493	0.00438758	0.000793123	0.00360281	0.00947684	0.0167103	0.0246425	0.00207499	0.0358095	0.0016283	0.0120558	0.00611515	0.0043222	0.00434942	0.0354725	0.00286344	0.0136703	0.00292383	0.0361244	0.000989631	0.0081077	0.0069537	0.0112421	0.015514	0.0031028	0.00311217	0.00316282	0.000842599	0.00495774	0.0205313	0.01058	0.0257746	0.00656782	0.0235826	0.00492464	0.0196412	0.00200708	0.0244902	0.000732208	0.0287139	9.66332e-05	0.00411448	0.00924547	0.00361967	0.00779394	0.0284293	0.00564211	0.00421535	0.0149026	0.000531215	0.0046478	0.000240659	0.00695182	0.00266585	0.0415129	0.00148207	1.514194
252	-70.68504	-232.4471	161.7621	0.166269	0.00172184	0.0158627	0.00108883	0.0263933	0.010127	0.0507442	0.149473	0.0114197	0.0441977	0.0553626	0.0179796	0.00333015	0.00429512	0.00193699	0.0140893	0.0051164	0.00366603	0.0105873	0.0196055	0.0391707	0.00531875	0.0179567	0.0116677	0.0079766	0.00223232	0.000501668	0.0133309	0.00953507	0.0179223	0.0115475	0.0027332	0.00316998	0.0153995	0.0128295	0.00310048	0.0457203	0.0251473	0.00476542	0.0115092	0.0259697	0.0207726	0.0061271	0.0215238	0.00246481	0.035721	0.0125264	0.0266035	0.0181829	0.000836195	0.00989687	0.147083	0.00708683	0.0770215	0.00209368	0.0307578	0.00532047	0.0131024	0.0808118	0.0220813	0.0223398	0.0152915	0.0224876	0.00479506	0.000281358	0.0181559	0.0553105	0.000880788	0.044131	0.0280958	0.016521	0.00532812	0.0182307	0.0117528	0.0571559	0.00728901	0.00400765	0.0097754	0.0160987	0.00579319	0.0285161	0.0292562	0.0537237	0.0315245	0.00873837	0.011291	0.0419131	0.0110649	0.00310587	0.00114486	0.00387098	0.0249106	0.00221162	1.68668	0.819294	0.966609	0.983573	0.994846	1.00518	1.0167	1.03454	0.02455634	0.5417648	0.0808788	0.000837559	0.00771618	0.000529642	0.0128386	0.00492612	0.0246837	0.0727087	0.00555494	0.0214993	0.0269302	0.00874589	0.0016199	0.00208929	0.000942218	0.00685352	0.00248879	0.00178328	0.00515003	0.00953679	0.0190539	0.00258722	0.00873472	0.00567557	0.00388009	0.00108587	0.000244028	0.00648462	0.00463818	0.00871803	0.00561709	0.00132952	0.00154198	0.00749086	0.00624072	0.00150818	0.0222399	0.0122325	0.00231806	0.00559847	0.0126325	0.0101045	0.00298043	0.0104699	0.00119897	0.0173759	0.00609329	0.0129409	0.00884477	0.000406753	0.00481417	0.071546	0.00344727	0.0374658	0.00101844	0.0149616	0.00258806	0.00637345	0.0393096	0.0107411	0.0108668	0.00743829	0.0109387	0.00233248	0.000136862	0.00883166	0.0269049	0.000428445	0.0214668	0.0136667	0.00803637	0.00259178	0.00886802	0.00571695	0.0278025	0.00354562	0.00194946	0.00475509	0.00783093	0.002818	0.0138712	0.0142312	0.026133	0.0153346	0.00425064	0.00549234	0.020388	0.00538233	0.0015108	0.000556901	0.00188297	0.0121173	0.00107581	2.055778
288	-78.66695	-238.8554	160.1885	0.154942	0.000446859	0.0066123	0.00177189	0.0365177	0.0366531	0.0387478	0.139045	0.0222826	0.0340641	0.0461665	0.0865513	0.0273898	0.00779286	0.0100424	0.0119315	0.00456444	0.0520638	0.00733583	0.0451227	0.0868456	0.0199472	0.0285738	0.0121107	0.0186579	0.023908	0.00535373	0.00425299	0.00950536	0.0190005	0.0138932	0.0210561	0.0232891	0.00633719	0.0178547	0.00541683	0.0548058	0.0683678	0.026922	0.0211471	0.00495537	0.0123962	0.00390887	0.00413561	0.00530065	0.0610026	0.0444047	0.124925	0.00238519	0.067258	0.00396104	0.0979613	0.0110703	0.0258959	0.0414066	0.0486719	0.000815535	0.0379526	0.137204	0.0520312	0.093722	0.00620817	0.123853	0.00926819	0.003423	0.0178969	0.0015488	0.0394825	0.00201663	0.0178719	0.0287873	0.0741376	0.0589981	0.00662476	0.0127393	0.00617972	0.0359944	0.0149659	0.0317556	0.0102098	0.0191915	0.00572	0.0141652	0.0103988	0.0132571	0.0528365	0.0216315	0.0437227	0.00297423	0.000544503	0.0116014	0.0390278	0.0200016	1.74688	0.803452	0.743535	0.865433	0.955912	1.04612	1.15549	1.34493	0.2142738	0.5721638	0.0535077	0.000154319	0.0022835	0.000611907	0.012611	0.0126578	0.0133812	0.0480179	0.0076951	0.0117637	0.0159432	0.0298897	0.00945882	0.00269119	0.00346804	0.00412043	0.00157629	0.0179798	0.00253336	0.0155827	0.0299913	0.00688857	0.0098677	0.00418232	0.00644335	0.00825642	0.00184886	0.00146873	0.00328259	0.00656163	0.0047979	0.00727155	0.00804268	0.00218849	0.00616595	0.00187065	0.0189267	0.0236102	0.00929727	0.00730294	0.00171129	0.00428092	0.00134989	0.00142819	0.00183053	0.0210667	0.0153347	0.0431416	0.000823704	0.0232269	0.00136791	0.03383	0.00382301	0.00894291	0.0142994	0.0168084	0.000281638	0.0131066	0.0473823	0.0179685	0.032366	0.00214394	0.0427716	0.00320069	0.0011821	0.00618055	0.000534865	0.0136349	0.000696426	0.00617191	0.00994143	0.0256028	0.0203744	0.0022878	0.00439941	0.00213411	0.0124303	0.00516833	0.0109665	0.00352585	0.0066276	0.00197535	0.00489184	0.00359114	0.00457822	0.0182466	0.00747026	0.0150992	0.00102712	0.000188039	0.00400646	0.0134779	0.00690738	2.895689
324	-84.32972	-246.6267	162.297	0.0487608	0.00276719	0.00640047	0.00139001	0.00367282	0.0136832	0.0089703	0.00975132	0.00550842	0.000550212	0.0116204	0.0127691	0.02272	0.00463486	0.0194384	0.00147878	0.0164725	0.00197075	0.00785313	0.00427664	0.0183845	0.00911516	0.00881818	0.00644254	0.0250278	0.00069684	0.00445675	0.000838683	0.00696629	0.00507075	0.0316787	0.00422488	0.00116109	0.00732494	0.00636058	0.00622193	0.0148852	0.0122405	0.0091822	0.0231927	0.0025292	0.00770964	0.00154653	0.000491516	0.00623422	0.0228043	0.0140497	0.00193161	0.00805306	0.00396699	0.00384982	0.0135445	0.000408354	0.0219137	0.0106726	0.0142839	0.00770146	0.00219857	0.0286711	0.0315189	0.0283104	0.00721507	0.0104745	0.0067901	0.0029865	0.0217817	0.00125153	0.00996983	9.04781e-05	0.0114985	0.0110588	0.00926644	0.00249152	0.00919135	0.0194316	0.000600317	0.0118882	0.00124017	0.00830177	0.0106896	0.0461963	0.00324203	0.0142818	0.0135119	0.0116034	0.00564415	0.00237185	0.00911472	0.0139349	0.00155748	0.00149556	0.000699516	0.00435382	1.45908	0.879191	0.209386	0.466471	0.788278	1.26859	2.14376	4.77587	1.130573	0.4367283	0.0527946	0.0029961	0.00692995	0.001505	0.00397666	0.0148151	0.00971238	0.010558	0.0059641	0.000595728	0.0125817	0.0138255	0.0245996	0.00501828	0.0210465	0.00160111	0.0178352	0.00213378	0.00850278	0.00463042	0.0199054	0.00986921	0.00954767	0.00697551	0.0270983	0.000754486	0.00482544	0.000908063	0.00754258	0.00549023	0.0342993	0.00457439	0.00125715	0.00793089	0.00688676	0.00673664	0.0161165	0.0132531	0.00994181	0.0251113	0.00273842	0.00834743	0.00167447	0.000532177	0.00674995	0.0246908	0.015212	0.00209141	0.00871926	0.00429516	0.0041683	0.0146649	0.000442135	0.0237265	0.0115555	0.0154655	0.00833856	0.00238044	0.031043	0.0341263	0.0306524	0.00781194	0.011341	0.00735181	0.00323356	0.0235837	0.00135507	0.0107946	9.79629e-05	0.0124497	0.0119737	0.010033	0.00269763	0.00995171	0.0210391	0.000649979	0.0128717	0.00134277	0.00898854	0.0115739	0.0500179	0.00351022	0.0154633	0.0146297	0.0125633	0.00611107	0.00256806	0.00986874	0.0150877	0.00168633	0.00161928	0.000757384	0.004714	0.9235951
